8750	0.545455 
8751	0.153846 
8752	0.250000 
8753	0.214286 
8754	0.500000 
8755	0.615385 
8756	0.083333 
8757	0.307692 
8758	0.333333 
8759	0.461538 
8760	0.142857 
8761	0.266667 
8762	0.538462 
8763	0.307692 
8764	0.642857 
8765	0.230769 
8766	0.166667 
8767	0.416667 
8768	0.384615 
8769	0.428571 
8770	0.312500 
8771	0.500000 
8772	0.153846 
8773	0.384615 
8774	0.250000 
8775	0.692308 
8776	0.500000 
8777	0.538462 
8778	0.307692 
8779	0.375000 
8780	0.200000 
8781	0.461538 
8782	0.500000 
8783	0.500000 
8784	0.428571 
8785	0.384615 
8786	0.357143 
8787	0.357143 
8788	0.466667 
8789	0.300000 
8790	0.307692 
8791	0.333333 
8792	0.642857 
8793	0.500000 
8794	0.266667 
8795	0.357143 
8796	0.230769 
8797	0.230769 
8798	0.666667 
8799	0.428571 
8800	0.416667 
8801	0.615385 
8802	0.333333 
8803	0.357143 
8804	0.333333 
8805	0.250000 
8806	0.416667 
8807	0.333333 
8808	0.571429 
8809	0.384615 
8810	0.428571 
8811	0.307692 
8812	0.357143 
8813	0.285714 
8814	0.384615 
8815	0.500000 
8816	0.090909 
8817	0.307692 
8818	0.250000 
8819	0.615385 
8820	0.250000 
8821	0.384615 
8822	0.428571 
8823	0.461538 
8824	0.307692 
8825	0.333333 
8826	0.583333 
8827	0.428571 
8828	0.500000 
8829	0.166667 
8830	0.615385 
8831	0.416667 
8832	0.384615 
8833	0.615385 
8834	0.500000 
8835	0.153846 
8836	0.100000 
8837	0.400000 
8838	0.250000 
8839	0.285714 
8840	0.090909 
8841	0.461538 
8842	0.294118 
8843	0.214286 
8844	0.307692 
8845	0.200000 
8846	0.307692 
8847	0.333333 
8848	0.357143 
8849	0.583333 
8850	0.357143 
8851	0.230769 
8852	0.642857 
8853	0.153846 
8854	0.750000 
8855	0.266667 
8856	0.500000 
8857	0.250000 
8858	0.333333 
8859	0.461538 
8860	0.076923 
8861	0.307692 
8862	0.333333 
8863	0.454545 
8864	0.692308 
8865	0.500000 
8866	0.500000 
8867	0.166667 
8868	0.384615 
8869	0.461538 
8870	0.384615 
8871	0.466667 
8872	0.272727 
8873	0.416667 
8874	0.153846 
8875	0.428571 
8876	0.363636 
8877	0.400000 
8878	0.214286 
8879	0.272727 
8880	0.583333 
8881	0.470588 
8882	0.333333 
8883	0.500000 
8884	0.250000 
8885	0.272727 
8886	0.250000 
8887	0.428571 
8888	0.466667 
8889	0.250000 
8890	0.307692 
8891	0.200000 
8892	0.153846 
8893	0.200000 
8894	0.454545 
8895	0.333333 
8896	0.363636 
8897	0.250000 
8898	0.500000 
8899	0.461538 
8900	0.111111 
8901	0.428571 
8902	0.000000 
8903	0.214286 
8904	0.384615 
8905	0.615385 
8906	0.461538 
8907	0.428571 
8908	0.153846 
8909	0.454545 
8910	0.384615 
8911	0.230769 
8912	0.384615 
8913	0.285714 
8914	0.533333 
8915	0.333333 
8916	0.357143 
8917	0.642857 
8918	0.357143 
8919	0.307692 
8920	0.454545 
