8750	0.153846 
8751	0.230769 
8752	0.166667 
8753	0.461538 
8754	0.230769 
8755	0.166667 
8756	0.545455 
8757	0.416667 
8758	0.500000 
8759	0.583333 
8760	0.250000 
8761	0.222222 
8762	0.307692 
8763	0.076923 
8764	0.692308 
8765	0.357143 
8766	0.230769 
8767	0.500000 
8768	0.384615 
8769	0.285714 
8770	0.230769 
8771	0.454545 
8772	0.187500 
8773	0.454545 
8774	0.357143 
8775	0.357143 
8776	0.214286 
8777	0.333333 
8778	0.200000 
8779	0.307692 
8780	0.692308 
8781	0.529412 
8782	0.200000 
8783	0.285714 
8784	0.384615 
8785	0.454545 
8786	0.666667 
8787	0.272727 
8788	0.416667 
8789	0.250000 
8790	0.357143 
8791	0.538462 
8792	0.466667 
8793	0.615385 
8794	0.428571 
8795	0.500000 
8796	0.384615 
8797	0.307692 
8798	0.285714 
8799	0.307692 
8800	0.545455 
8801	0.272727 
8802	0.285714 
8803	0.166667 
8804	0.428571 
8805	0.333333 
8806	0.363636 
8807	0.454545 
8808	0.100000 
8809	0.727273 
8810	0.285714 
8811	0.538462 
8812	0.615385 
8813	0.250000 
8814	0.307692 
8815	0.166667 
8816	0.461538 
8817	0.250000 
8818	0.416667 
8819	0.307692 
8820	0.307692 
8821	0.307692 
8822	0.416667 
8823	0.357143 
8824	0.230769 
8825	0.333333 
8826	0.428571 
8827	0.461538 
8828	0.571429 
8829	0.533333 
8830	0.266667 
8831	0.500000 
8832	0.500000 
8833	0.153846 
8834	0.562500 
8835	0.307692 
8836	0.428571 
8837	0.272727 
8838	0.428571 
8839	0.230769 
8840	0.625000 
8841	0.500000 
8842	0.500000 
8843	0.500000 
8844	0.437500 
8845	0.100000 
8846	0.307692 
8847	0.454545 
8848	0.461538 
8849	0.500000 
8850	0.428571 
8851	0.307692 
8852	0.166667 
8853	0.200000 
8854	0.307692 
8855	0.090909 
8856	0.533333 
8857	0.538462 
8858	0.142857 
8859	0.307692 
8860	0.400000 
8861	0.307692 
8862	0.230769 
8863	0.214286 
8864	0.428571 
8865	0.400000 
8866	0.461538 
8867	0.357143 
8868	0.333333 
8869	0.285714 
8870	0.076923 
8871	0.200000 
8872	0.692308 
8873	0.384615 
8874	0.461538 
8875	0.100000 
8876	0.500000 
8877	0.384615 
8878	0.384615 
8879	0.357143 
8880	0.615385 
8881	0.363636 
8882	0.769231 
8883	0.090909 
8884	0.416667 
8885	0.428571 
8886	0.285714 
8887	0.333333 
8888	0.538462 
8889	0.461538 
8890	0.142857 
8891	0.357143 
8892	0.500000 
8893	0.454545 
8894	0.333333 
8895	0.230769 
8896	0.083333 
8897	0.400000 
8898	0.307692 
8899	0.466667 
8900	0.214286 
8901	0.250000 
8902	0.214286 
8903	0.533333 
8904	0.615385 
8905	0.384615 
8906	0.285714 
8907	0.538462 
8908	0.307692 
8909	0.400000 
