8750	0.307692 
8751	0.642857 
8752	0.333333 
8753	0.500000 
8754	0.090909 
8755	0.466667 
8756	0.230769 
8757	0.333333 
8758	0.466667 
8759	0.272727 
8760	0.266667 
8761	0.461538 
8762	0.083333 
8763	0.583333 
8764	0.066667 
8765	0.428571 
8766	0.636364 
8767	0.357143 
8768	0.416667 
8769	0.181818 
8770	0.333333 
8771	0.266667 
8772	0.312500 
8773	0.666667 
8774	0.181818 
8775	0.333333 
8776	0.384615 
8777	0.384615 
8778	0.571429 
8779	0.500000 
8780	0.615385 
8781	0.416667 
8782	0.166667 
8783	0.133333 
8784	0.428571 
8785	0.400000 
8786	0.250000 
8787	0.166667 
8788	0.153846 
8789	0.384615 
8790	0.363636 
8791	0.500000 
8792	0.428571 
8793	0.307692 
8794	0.000000 
8795	0.166667 
8796	0.333333 
8797	0.363636 
8798	0.500000 
8799	0.500000 
8800	0.454545 
8801	0.250000 
8802	0.333333 
8803	0.416667 
8804	0.083333 
8805	0.533333 
8806	0.727273 
8807	0.538462 
8808	0.250000 
8809	0.428571 
8810	0.416667 
8811	0.307692 
8812	0.307692 
8813	0.357143 
8814	0.500000 
8815	0.294118 
8816	0.230769 
8817	0.333333 
8818	0.714286 
8819	0.466667 
8820	0.428571 
8821	0.333333 
8822	0.181818 
8823	0.583333 
8824	0.214286 
8825	0.230769 
8826	0.384615 
8827	0.466667 
8828	0.375000 
8829	0.466667 
8830	0.250000 
8831	0.533333 
8832	0.357143 
8833	0.571429 
8834	0.181818 
8835	0.384615 
8836	0.454545 
8837	0.083333 
8838	0.416667 
8839	0.461538 
8840	0.307692 
8841	0.214286 
8842	0.461538 
8843	0.333333 
8844	0.461538 
8845	0.500000 
8846	0.615385 
8847	0.538462 
8848	0.307692 
8849	0.416667 
8850	0.538462 
8851	0.272727 
8852	0.307692 
8853	0.500000 
8854	0.416667 
8855	0.250000 
8856	0.384615 
8857	0.307692 
8858	0.538462 
8859	0.187500 
8860	0.461538 
8861	0.166667 
8862	0.100000 
8863	0.285714 
8864	0.461538 
8865	0.142857 
8866	0.470588 
8867	0.461538 
8868	0.461538 
8869	0.166667 
8870	0.294118 
8871	0.090909 
8872	0.538462 
8873	0.307692 
8874	0.466667 
8875	0.384615 
8876	0.500000 
8877	0.600000 
8878	0.181818 
8879	0.533333 
8880	0.285714 
8881	0.428571 
8882	0.461538 
8883	0.357143 
8884	0.166667 
8885	0.384615 
8886	0.571429 
8887	0.615385 
8888	0.266667 
8889	0.384615 
8890	0.214286 
8891	0.142857 
8892	0.357143 
8893	0.090909 
8894	0.500000 
8895	0.333333 
8896	0.153846 
8897	0.384615 
8898	0.272727 
8899	0.454545 
8900	0.400000 
8901	0.307692 
8902	0.533333 
8903	0.357143 
8904	0.000000 
8905	0.384615 
8906	0.363636 
8907	0.333333 
8908	0.266667 
8909	0.181818 
8910	0.411765 
8911	0.538462 
8912	0.428571 
8913	0.363636 
8914	0.307692 
8915	0.416667 
8916	0.230769 
8917	0.166667 
8918	0.235294 
8919	0.153846 
8920	0.166667 
8921	0.166667 
8922	0.200000 
8923	0.142857 
8924	0.500000 
8925	0.266667 
8926	0.071429 
8927	0.384615 
8928	0.307692 
8929	0.100000 
8930	0.153846 
8931	0.538462 
8932	0.307692 
8933	0.230769 
8934	0.250000 
8935	0.125000 
8936	0.285714 
8937	0.214286 
8938	0.400000 
8939	0.357143 
8940	0.583333 
8941	0.214286 
8942	0.250000 
8943	0.285714 
8944	0.428571 
8945	0.230769 
8946	0.428571 
8947	0.153846 
8948	0.500000 
8949	0.285714 
8950	0.428571 
8951	0.454545 
8952	0.500000 
8953	0.666667 
8954	0.333333 
8955	0.500000 
8956	0.200000 
8957	0.384615 
8958	0.428571 
8959	0.384615 
8960	0.533333 
8961	0.384615 
8962	0.214286 
8963	0.461538 
8964	0.083333 
8965	0.583333 
8966	0.090909 
8967	0.416667 
8968	0.000000 
8969	0.538462 
8970	0.692308 
8971	0.230769 
8972	0.363636 
8973	0.333333 
8974	0.230769 
8975	0.642857 
8976	0.500000 
8977	0.250000 
8978	0.214286 
8979	0.307692 
8980	0.076923 
8981	0.461538 
8982	0.538462 
8983	0.500000 
8984	0.333333 
8985	0.333333 
8986	0.666667 
8987	0.416667 
8988	0.375000 
8989	0.230769 
8990	0.500000 
8991	0.307692 
8992	0.437500 
8993	0.312500 
8994	0.357143 
8995	0.428571 
8996	0.266667 
8997	0.384615 
8998	0.454545 
8999	0.214286 
9000	0.363636 
9001	0.384615 
9002	0.307692 
9003	0.384615 
9004	0.357143 
9005	0.461538 
9006	0.357143 
9007	0.230769 
9008	0.461538 
9009	0.500000 
